id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,target
68586140,0.0,11000.0,11000.0,11000.0,0,8.49,347.2,1,7,0,2,110000.0,0,0,0,0,89,9,11.88,0.0,285,725.0,729.0,2.0,0.0,0.0,10.0,0.0,17260.0,37.0,20.0,0,0.0,0.0,11914.0016167535,11914.0,11000.0,914.0,0.0,0.0,0.0,10,7363.37,0,7,789.0,785.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,37633.0,3.0,1.0,0.0,1.0,17.0,20373.0,75.0,3.0,8.0,6146.0,37.0,46600.0,0.0,0.0,1.0,9.0,3763.0,5886.0,41.0,0.0,0.0,164.0,374.0,4.0,4.0,0.0,4.0,70.0,4.0,70.0,0.0,7.0,9.0,8.0,10.0,4.0,9.0,16.0,6.0,10.0,0.0,0.0,0.0,3.0,90.0,28.6,0.0,0.0,73713.0,37633.0,41200.0,27113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68615430,0.0,25000.0,25000.0,25000.0,1,9.17,521.03,1,6,11,0,72000.0,0,0,0,4,11,8,9.28,0.0,60,690.0,694.0,1.0,0.0,0.0,10.0,0.0,24794.0,54.6,14.0,0,0.0,0.0,28319.0929764532,28319.09,25000.0,3319.09,0.0,0.0,0.0,15,18451.36,0,9,759.0,755.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,279946.0,1.0,1.0,1.0,1.0,4.0,7024.0,100.0,0.0,2.0,5060.0,61.0,45400.0,0.0,0.0,3.0,3.0,27995.0,20606.0,54.6,0.0,0.0,4.0,193.0,19.0,4.0,4.0,24.0,0.0,2.0,0.0,0.0,8.0,8.0,8.0,9.0,1.0,8.0,9.0,8.0,10.0,0.0,0.0,0.0,1.0,100.0,12.5,0.0,0.0,308400.0,31818.0,45400.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68543772,0.0,10000.0,10000.0,10000.0,0,7.49,311.02,3,12,7,0,120000.0,1,0,0,2,92,2,18.63,0.0,228,715.0,719.0,0.0,24.0,0.0,21.0,0.0,17092.0,47.2,36.0,0,0.0,0.0,11051.2118144904,11051.21,10000.0,1051.21,0.0,0.0,0.0,23,2254.05,0,22,734.0,730.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,237994.0,0.0,6.0,1.0,3.0,9.0,64518.0,80.0,1.0,1.0,7488.0,70.0,36200.0,0.0,2.0,1.0,4.0,12526.0,8054.0,62.2,0.0,0.0,147.0,327.0,12.0,9.0,2.0,12.0,0.0,12.0,24.0,0.0,4.0,7.0,7.0,11.0,10.0,14.0,24.0,7.0,21.0,0.0,0.0,0.0,2.0,97.1,42.9,0.0,0.0,295516.0,81610.0,21300.0,80316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68535589,0.0,10000.0,10000.0,10000.0,0,8.49,315.63,1,7,0,0,106000.0,2,0,0,2,63,13,19.59,0.0,104,700.0,704.0,3.0,0.0,0.0,16.0,0.0,27829.0,60.0,31.0,0,0.0,0.0,11327.0111555245,11327.01,10000.0,1327.01,0.0,0.0,0.0,8,1869.9,0,0,724.0,720.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,249799.0,5.0,2.0,0.0,0.0,33.0,34624.0,75.0,5.0,7.0,5410.0,60.0,46150.0,0.0,0.0,3.0,8.0,15612.0,3832.0,66.0,0.0,0.0,208.0,229.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,11.0,12.0,22.0,22.0,3.0,12.0,24.0,12.0,16.0,0.0,0.0,0.0,6.0,100.0,45.5,0.0,0.0,303559.0,62491.0,42150.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68355445,0.0,9100.0,9100.0,9100.0,0,7.49,283.03,3,12,10,2,68000.0,1,0,0,0,286,43,19.31,0.0,59,725.0,729.0,1.0,49.0,0.0,10.0,0.0,4105.0,40.2,25.0,0,0.0,0.0,10040.3278115295,10040.33,9100.0,940.33,0.0,0.0,0.0,36,1324.96,0,16,714.0,710.0,0.0,49.0,1.0,0,0.0,0.0,0,0.0,315.0,174926.0,1.0,4.0,2.0,2.0,1.0,97420.0,91.0,0.0,1.0,3882.0,83.0,10200.0,0.0,4.0,2.0,3.0,17493.0,3595.0,53.3,0.0,0.0,165.0,153.0,22.0,1.0,1.0,27.0,0.0,4.0,71.0,1.0,3.0,3.0,4.0,5.0,16.0,5.0,7.0,3.0,10.0,0.0,0.0,0.0,2.0,90.5,0.0,0.0,0.0,235093.0,101525.0,7700.0,99132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68505179,0.0,35000.0,35000.0,35000.0,1,18.99,907.73,4,25,4,1,90000.0,1,0,0,4,165,28,22.97,0.0,156,705.0,709.0,0.0,0.0,0.0,9.0,0.0,10337.0,59.1,10.0,0,0.0,0.0,20382.57,20382.57,7289.57,9200.85,0.0,3892.15,700.587,24,907.73,0,9,509.0,505.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,38112.0,1.0,3.0,0.0,0.0,29.0,27775.0,14.0,1.0,2.0,4805.0,30.0,17500.0,0.0,0.0,0.0,2.0,4235.0,7163.0,59.1,0.0,0.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,7.0,3.0,6.0,7.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,95947.0,38112.0,17500.0,78447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68545100,0.0,1975.0,1975.0,1975.0,0,13.99,67.5,0,0,1,1,19084.0,2,0,0,5,153,23,26.35,0.0,143,740.0,744.0,1.0,0.0,0.0,11.0,0.0,5127.0,33.3,14.0,0,0.0,0.0,2425.770329068,2425.77,1975.0,450.77,0.0,0.0,0.0,0,67.11,0,16,699.0,695.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,11593.0,2.0,1.0,1.0,1.0,10.0,6466.0,81.0,4.0,5.0,2868.0,50.0,15400.0,0.0,0.0,2.0,6.0,1159.0,4130.0,51.4,0.0,0.0,10.0,361.0,4.0,4.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,6.0,4.0,5.0,1.0,10.0,13.0,6.0,11.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,23400.0,11593.0,8500.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68504916,0.0,15000.0,15000.0,15000.0,0,13.99,512.6,0,0,2,1,68000.0,2,0,0,0,179,10,28.29,0.0,36,665.0,669.0,0.0,0.0,0.0,7.0,0.0,7465.0,99.5,41.0,0,0.0,0.0,17206.9109611477,17206.91,15000.0,2206.91,0.0,0.0,0.0,9,10059.66,0,2,699.0,695.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,140216.0,2.0,5.0,3.0,7.0,2.0,132751.0,97.0,0.0,0.0,2437.0,97.0,7500.0,2.0,3.0,2.0,7.0,20031.0,63.0,97.5,0.0,0.0,123.0,136.0,29.0,2.0,0.0,117.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,3.0,36.0,2.0,5.0,2.0,7.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,138825.0,140216.0,2500.0,131325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68435075,0.0,3600.0,3600.0,3600.0,0,11.99,119.56,0,1,0,0,57000.0,1,0,0,0,36,2,12.55,1.0,62,660.0,664.0,0.0,6.0,0.0,12.0,0.0,2942.0,38.7,34.0,0,0.0,0.0,4300.5932470848,4300.59,3600.0,700.59,0.0,0.0,0.0,3,2.43,0,0,649.0,645.0,0.0,45.0,1.0,0,0.0,0.0,0,0.0,2155.0,126784.0,1.0,5.0,1.0,4.0,6.0,10660.0,44.0,0.0,3.0,738.0,43.0,7600.0,3.0,12.0,0.0,7.0,10565.0,118.0,91.6,0.0,0.0,140.0,138.0,19.0,6.0,2.0,20.0,6.0,13.0,6.0,1.0,2.0,5.0,2.0,4.0,23.0,6.0,9.0,5.0,12.0,0.0,0.0,0.0,1.0,85.3,100.0,0.0,0.0,166619.0,13602.0,1400.0,24043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
68474312,0.0,5000.0,5000.0,5000.0,0,6.99,154.37,3,28,1,0,51782.0,1,0,0,4,231,8,21.62,0.0,305,680.0,684.0,0.0,59.0,0.0,7.0,0.0,4253.0,38.7,16.0,0,0.0,0.0,5566.0065394886,5566.01,5000.0,566.01,0.0,0.0,0.0,0,154.08,0,13,719.0,715.0,0.0,64.0,1.0,0,0.0,0.0,0,0.0,0.0,362134.0,0.0,1.0,0.0,1.0,14.0,43928.0,0.0,0.0,2.0,2381.0,39.0,11000.0,0.0,1.0,5.0,4.0,60356.0,2247.0,65.4,0.0,0.0,110.0,113.0,14.0,7.0,4.0,14.0,0.0,7.0,0.0,1.0,2.0,2.0,2.0,2.0,6.0,4.0,5.0,2.0,7.0,0.0,0.0,0.0,1.0,81.2,0.0,0.0,0.0,387545.0,48181.0,6500.0,50131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0
